DeviceAddress,Nome,MAC,TAG,LAT,LONG,Grupo,Modelo
0006E517,HDA01 - 150W,5C-CF-7F-06-E5-17,L103,-24.245165,-50.747825,Klabin,HDA-150
0006E457,HDA01 - 150W,5C-CF-7F-06-E4-57,L105,-24.245170,-50.747825,Klabin,HDA-150
0006E516,HDA01 - 150W,5C-CF-7F-06-E5-16,L106,-24.245175,-50.747825,Klabin,HDA-150
000AF52C,HDA01 - 150W,5C-CF-7F-0A-F5-2C,L107,-24.245180,-50.747830,Klabin,HDA-150
000AF629,HDA01 - 150W,5C-CF-7F-0A-F6-29,L108,-24.245185,-50.747830,Klabin,HDA-150
000AF6A3,HDA01 - 150W,5C-CF-7F-0A-F6-A3,L110,-24.245190,-50.747830,Klabin,HDA-150
000AF4D2,HDA01 - 150W,5C-CF-7F-0A-F4-D2,L111,-24.245195,-50.747830,Klabin,HDA-150
000AF457,HDA01 - 150W,5C-CF-7F-0A-F4-57,L112,-24.245200,-50.747830,Klabin,HDA-150
0006E5FF,HDA01 - 150W,5C-CF-7F-06-E5-FF,L113,-24.245205,-50.747830,Klabin,HDA-150
0006E543,HDA01 - 150W,5C-CF-7F-06-E5-43,L114,-24.244970,-50.747830,Klabin,HDA-150
000AF54A,HDA01 - 150W,5C-CF-7F-0A-F5-4A,L115,-24.244975,-50.747830,Klabin,HDA-150
000AF575,HDA01 - 150W,5C-CF-7F-0A-F5-75,L118,-24.244980,-50.747830,Klabin,HDA-150
000AF4C1,HDA01 - 150W,5C-CF-7F-0A-F4-C1,L120,-24.244985,-50.747830,Klabin,HDA-150
0006E373,HDA01 - 150W,5C-CF-7F-06-E3-73,L121,-24.244990,-50.747835,Klabin,HDA-150
009E8067,HDA01 - 150W,18-FE-34-9E-80-67,L008,-24.244995,-50.747835,Klabin,HDA-150
000AF4BA,HDA01 - 150W,5C-CF-7F-0A-F4-BA,L077,-24.245000,-50.747835,Klabin,HDA-150
0006E72B,HDA01 - 150W,5C-CF-7F-06-E7-2B,L123,-24.245005,-50.747835,Klabin,HDA-150
0006E613,HDA01 - 150W,5C-CF-7F-06-E6-13,L124,-24.245010,-50.747835,Klabin,HDA-150
000AF607,HDA01 - 150W,5C-CF-7F-0A-F6-07,L125,-24.245015,-50.747835,Klabin,HDA-150
000AF454,HDA01 - 150W,5C-CF-7F-0A-F4-54,L126,-24.245020,-50.747835,Klabin,HDA-150
0006E431,HDA01 - 150W,5C-CF-7F-06-E4-31,L127,-24.245025,-50.747835,Klabin,HDA-150
000AF61B,HDA01 - 150W,5C-CF-7F-0A-F6-1B,L128,-24.245030,-50.747835,Klabin,HDA-150
0006E5E8,HDA01 - 150W,5C-CF-7F-06-E5-E8,L129,-24.245035,-50.747835,Klabin,HDA-150
0006E43F,HDA01 - 150W,5C-CF-7F-06-E4-3F,L130,-24.245040,-50.747840,Klabin,HDA-150
0006E435,HDA01 - 150W,5C-CF-7F-06-E4-35,L131,-24.245045,-50.747790,Klabin,HDA-150
000AF5C1,HDA01 - 150W,5C-CF-7F-0A-F5-C1,L132,-24.245050,-50.747790,Klabin,HDA-150
0006E387,HDA01 - 150W,5C-CF-7F-06-E3-87,L133,-24.245055,-50.747790,Klabin,HDA-150
000AF569,HDA01 - 150W,5C-CF-7F-0A-F5-69,L134,-24.245060,-50.747790,Klabin,HDA-150
0006E4F8,HDA01 - 150W,5C-CF-7F-06-E4-F8,L135,-24.245065,-50.747790,Klabin,HDA-150
000AF638,HDA01 - 150W,5C-CF-7F-0A-F6-38,L136,-24.245070,-50.747790,Klabin,HDA-150
0006E73E,HDA01 - 150W,5C-CF-7F-06-E7-3E,L137,-24.245075,-50.747790,Klabin,HDA-150
0006E36F,HDA01 - 150W,5C-CF-7F-06-E3-6F,L138,-24.245080,-50.747790,Klabin,HDA-150
000AF58F,HDA01 - 150W,5C-CF-7F-0A-F5-8F,L139,-24.245085,-50.747790,Klabin,HDA-150
0006E59E,HDA01 - 150W,5C-CF-7F-06-E5-9E,L140,-24.245090,-50.747795,Klabin,HDA-150
000AF474,HDA01 - 150W,5C-CF-7F-0A-F4-74,L141,-24.245095,-50.747795,Klabin,HDA-150
000AF53E,HDA01 - 150W,5C-CF-7F-0A-F5-3E,L142,-24.245100,-50.747795,Klabin,HDA-150
0006E39D,HDA01 - 150W,5C-CF-7F-06-E3-9D,L143,-24.245105,-50.747795,Klabin,HDA-150
0006E6B4,HDA01 - 150W,5C-CF-7F-06-E6-B4,L144,-24.245110,-50.747795,Klabin,HDA-150
0006E71A,HDA01 - 150W,5C-CF-7F-06-E7-1A,L145,-24.245115,-50.747795,Klabin,HDA-150
0006E5BA,HDA01 - 150W,5C-CF-7F-06-E5-BA,L146,-24.245120,-50.747795,Klabin,HDA-150
0006E6F6,HDA01 - 150W,5C-CF-7F-06-E6-F6,L147,-24.245125,-50.747795,Klabin,HDA-150
0006E5AF,HDA01 - 150W,5C-CF-7F-06-E5-AF,L148,-24.245130,-50.747795,Klabin,HDA-150
0006E717,HDA01 - 150W,5C-CF-7F-06-E7-17,L149,-24.245135,-50.747800,Klabin,HDA-150
000AF626,HDA01 - 150W,5C-CF-7F-0A-F6-26,L150,-24.245140,-50.747800,Klabin,HDA-150
000AF4C7,HDA01 - 150W,5C-CF-7F-0A-F4-C7,L151,-24.245145,-50.747800,Klabin,HDA-150
000AF57C,HDA01 - 150W,5C-CF-7F-0A-F5-7C,L152,-24.245150,-50.747800,Klabin,HDA-150
0006E56D,HDA01 - 150W,5C-CF-7F-06-E5-6D,L153,-24.245155,-50.747800,Klabin,HDA-150
0006E3A0,HDA01 - 150W,5C-CF-7F-06-E3-A0,L154,-24.245160,-50.747800,Klabin,HDA-150
0006E593,HDA01 - 150W,5C-CF-7F-06-E5-93,L155,-24.245165,-50.747800,Klabin,HDA-150
000AF659,HDA01 - 150W,5C-CF-7F-0A-F6-59,L156,-24.245170,-50.747800,Klabin,HDA-150
0006E57B,HDA01 - 150W,5C-CF-7F-06-E5-7B,L157,-24.245175,-50.747800,Klabin,HDA-150
0006E34C,HDA01 - 150W,5C-CF-7F-06-E3-4C,L158,-24.245180,-50.747800,Klabin,HDA-150
000AF6A9,HDA01 - 150W,5C-CF-7F-0A-F6-A9,L159,-24.245185,-50.747805,Klabin,HDA-150
0006E649,HDA01 - 150W,5C-CF-7F-06-E6-49,L160,-24.245190,-50.747805,Klabin,HDA-150
0006E4E7,HDA01 - 150W,5C-CF-7F-06-E4-E7,L161,-24.245195,-50.747805,Klabin,HDA-150
0006E772,HDA01 - 150W,5C-CF-7F-06-E7-72,L162,-24.245200,-50.747805,Klabin,HDA-150
0006E4C5,HDA01 - 150W,5C-CF-7F-06-E4-C5,L163,-24.245205,-50.747805,Klabin,HDA-150
000AF619,HDA01 - 150W,5C-CF-7F-0A-F6-19,L164,-24.244970,-50.747805,Klabin,HDA-150
0006E4EC,HDA01 - 150W,5C-CF-7F-06-E4-EC,L165,-24.244975,-50.747805,Klabin,HDA-150
0006E536,HDA01 - 150W,5C-CF-7F-06-E5-36,L166,-24.244980,-50.747805,Klabin,HDA-150
000AF47C,HDA01 - 150W,5C-CF-7F-0A-F4-7C,L167,-24.244985,-50.747805,Klabin,HDA-150
000AF63F,HDA01 - 150W,5C-CF-7F-0A-F6-3F,L168,-24.244990,-50.747805,Klabin,HDA-150
000AF460,HDA01 - 150W,5C-CF-7F-0A-F4-60,L169,-24.244995,-50.747810,Klabin,HDA-150
0006E398,HDA01 - 150W,5C-CF-7F-06-E3-98,L170,-24.245000,-50.747810,Klabin,HDA-150
0006E73B,HDA01 - 150W,5C-CF-7F-06-E7-3B,L171,-24.245005,-50.747810,Klabin,HDA-150
000AF4C5,HDA01 - 150W,5C-CF-7F-0A-F4-C5,L172,-24.245010,-50.747810,Klabin,HDA-150
0006E69A,HDA01 - 150W,5C-CF-7F-06-E6-9A,L173,-24.245015,-50.747810,Klabin,HDA-150
0006E5C0,HDA01 - 150W,5C-CF-7F-06-E5-C0,L174,-24.245020,-50.747810,Klabin,HDA-150
0006E4ED,HDA01 - 150W,5C-CF-7F-06-E4-ED,L175,-24.245025,-50.747810,Klabin,HDA-150
0006E6C0,HDA01 - 150W,5C-CF-7F-06-E6-C0,L176,-24.245030,-50.747810,Klabin,HDA-150
0006E559,HDA01 - 150W,5C-CF-7F-06-E5-59,L177,-24.245035,-50.747810,Klabin,HDA-150
000AF59E,HDA01 - 150W,5C-CF-7F-0A-F5-9E,L178,-24.245040,-50.747810,Klabin,HDA-150
0006E6E1,HDA01 - 150W,5C-CF-7F-06-E6-E1,L179,-24.245045,-50.747815,Klabin,HDA-150
0006E439,HDA01 - 150W,5C-CF-7F-06-E4-39,L180,-24.245050,-50.747815,Klabin,HDA-150
0006E42A,HDA01 - 150W,5C-CF-7F-06-E4-2A,L181,-24.245055,-50.747815,Klabin,HDA-150
000AF6A7,HDA01 - 150W,5C-CF-7F-0A-F6-A7,L182,-24.245060,-50.747815,Klabin,HDA-150
000AF529,HDA01 - 150W,5C-CF-7F-0A-F5-29,L183,-24.245065,-50.747815,Klabin,HDA-150
0006E36A,HDA01 - 150W,5C-CF-7F-06-E3-6A,L184,-24.245070,-50.747815,Klabin,HDA-150
0006E635,HDA01 - 150W,5C-CF-7F-06-E6-35,L185,-24.245075,-50.747815,Klabin,HDA-150
000AF435,HDA01 - 150W,5C-CF-7F-0A-F4-35,L186,-24.245080,-50.747815,Klabin,HDA-150
0006E5FA,HDA01 - 150W,5C-CF-7F-06-E5-FA,L187,-24.245085,-50.747815,Klabin,HDA-150
0006E674,HDA01 - 150W,5C-CF-7F-06-E6-74,L188,-24.245090,-50.747815,Klabin,HDA-150
000AF465,HDA01 - 150W,5C-CF-7F-0A-F4-65,L189,-24.245095,-50.747820,Klabin,HDA-150
0006E3E0,HDA01 - 150W,5C-CF-7F-06-E3-E0,L190,-24.245100,-50.747820,Klabin,HDA-150
0006E502,HDA01 - 150W,5C-CF-7F-06-E5-02,L191,-24.245105,-50.747820,Klabin,HDA-150
000AF434,HDA01 - 150W,5C-CF-7F-0A-F4-34,L192,-24.245110,-50.747820,Klabin,HDA-150
0006E3A4,HDA01 - 150W,5C-CF-7F-06-E3-A4,L193,-24.245115,-50.747820,Klabin,HDA-150
0006E6A1,HDA01 - 150W,5C-CF-7F-06-E6-A1,L194,-24.245120,-50.747820,Klabin,HDA-150
000AF5C3,HDA01 - 150W,5C-CF-7F-0A-F5-C3,L195,-24.245125,-50.747820,Klabin,HDA-150
0006E3C5,HDA01 - 150W,5C-CF-7F-06-E3-C5,L196,-24.245130,-50.747820,Klabin,HDA-150
000AF59A,HDA01 - 150W,5C-CF-7F-0A-F5-9A,L197,-24.245135,-50.747820,Klabin,HDA-150
0006E605,HDA01 - 150W,5C-CF-7F-06-E6-05,L198,-24.245140,-50.747820,Klabin,HDA-150
0006E39E,HDA01 - 150W,5C-CF-7F-06-E3-9E,L199,-24.245145,-50.747825,Klabin,HDA-150
000AF563,HDA01 - 150W,5C-CF-7F-0A-F5-63,L200,-24.245150,-50.747825,Klabin,HDA-150
0006E46B,HDA01 - 150W,5C-CF-7F-06-E4-6B,L201,-24.245155,-50.747825,Klabin,HDA-150
000AF543,HDA01 - 150W,5C-CF-7F-0A-F5-43,L202,-24.245160,-50.747825,Klabin,HDA-150
0006E6D4,HDA01 - 150W,5C-CF-7F-06-E6-D4,L203,-24.245165,-50.747825,Klabin,HDA-150
000AF6C5,HDA01 - 150W,5C-CF-7F-0A-F6-C5,L204,-24.245170,-50.747825,Klabin,HDA-150
0006E604,HDA01 - 150W,5C-CF-7F-06-E6-04,L205,-24.245175,-50.747825,Klabin,HDA-150
0006E65E,HDA01 - 150W,5C-CF-7F-06-E6-5E,L206,-24.245180,-50.747825,Klabin,HDA-150
000AF4E5,HDA01 - 150W,5C-CF-7F-0A-F4-E5,L207,-24.245185,-50.747825,Klabin,HDA-150
000AF5D2,HDA01 - 150W,5C-CF-7F-0A-F5-D2,L208,-24.245190,-50.747825,Klabin,HDA-150
0006E395,HDA01 - 150W,5C-CF-7F-06-E3-95,L209,-24.245195,-50.747830,Klabin,HDA-150
0006E4D4,HDA01 - 150W,5C-CF-7F-06-E4-D4,L210,-24.245200,-50.747830,Klabin,HDA-150
0006E50E,HDA01 - 150W,5C-CF-7F-06-E5-0E,L211,-24.245205,-50.747830,Klabin,HDA-150
000AF677,HDA01 - 150W,5C-CF-7F-0A-F6-77,L212,-24.244970,-50.747830,Klabin,HDA-150
000AF45C,HDA01 - 150W,5C-CF-7F-0A-F4-5C,L213,-24.244975,-50.747830,Klabin,HDA-150
000AF544,HDA01 - 150W,5C-CF-7F-0A-F5-44,L214,-24.244980,-50.747830,Klabin,HDA-150
000AF4F7,HDA01 - 150W,5C-CF-7F-0A-F4-F7,L215,-24.244985,-50.747830,Klabin,HDA-150
0006E549,HDA01 - 150W,5C-CF-7F-06-E5-49,L216,-24.244990,-50.747830,Klabin,HDA-150
0006E57A,HDA01 - 150W,5C-CF-7F-06-E5-7A,L217,-24.244995,-50.747830,Klabin,HDA-150
0006E3AE,HDA01 - 150W,5C-CF-7F-06-E3-AE,L218,-24.245000,-50.747830,Klabin,HDA-150
000AF6A0,HDA01 - 150W,5C-CF-7F-0A-F6-A0,L219,-24.245005,-50.747835,Klabin,HDA-150
0006E766,HDA01 - 150W,5C-CF-7F-06-E7-66,L220,-24.245010,-50.747835,Klabin,HDA-150
000AF49E,HDA01 - 150W,5C-CF-7F-0A-F4-9E,L221,-24.245015,-50.747835,Klabin,HDA-150
000AF6B0,HDA01 - 150W,5C-CF-7F-0A-F6-B0,L222,-24.245020,-50.747835,Klabin,HDA-150
0006E63F,HDA01 - 150W,5C-CF-7F-06-E6-3F,L223,-24.245025,-50.747835,Klabin,HDA-150
000AF519,HDA01 - 150W,5C-CF-7F-0A-F5-19,L224,-24.245030,-50.747835,Klabin,HDA-150
0006E401,HDA01 - 150W,5C-CF-7F-06-E4-01,L225,-24.245035,-50.747835,Klabin,HDA-150
0006E413,HDA01 - 150W,5C-CF-7F-06-E4-13,L226,-24.245040,-50.747835,Klabin,HDA-150
0006E6B7,HDA01 - 150W,5C-CF-7F-06-E6-B7,L227,-24.245045,-50.747835,Klabin,HDA-150
0006E4C3,HDA01 - 150W,5C-CF-7F-06-E4-C3,L228,-24.245050,-50.747835,Klabin,HDA-150
0006E404,HDA01 - 150W,5C-CF-7F-06-E4-04,L229,-24.245055,-50.747840,Klabin,HDA-150
